"uniqueid","person","trip","tour","home_taz","orig","dest","time","mode","inbound","tourpurpose","income_group","inc","hhsize","license","sex","age"
28494,3,2,2,531,34,6,5,"HOV2",2,"R","Med",35,4,0,2,3
28531,3,1,1,532,36,31,1,"HOV2",0,"S","Med",30,5,0,1,9
32032,1,1,2,532,6,33,5,"Walk",0,"T","Low",15,4,0,1,20
32845,2,6,1,533,28,45,1,"HOV3",2,"K","Med",50,6,1,2,43
34531,13,4,1,533,12,49,5,"SOV",2,"W","High",120,15,1,1,25
29318,1,2,2,534,44,45,5,"SOV",2,"R","Low",10,1,1,2,52
29598,3,1,3,534,8,7,5,"Walk",0,"L","Med",85,3,1,1,23
29861,3,1,2,534,18,32,1,"HOV3",0,"P","Med",30,3,1,1,20
30655,4,1,1,534,3,31,1,"HOV3",0,"S","Low",5,5,0,2,6
31422,1,2,2,534,1,18,5,"HOV2",2,"T","Med",65,4,1,1,62
31506,2,1,2,534,42,2,5,"HOV3",0,"R","Low",20,4,0,2,15
22007,2,2,2,536,10,48,5,"HOV2",2,"W","Med",45,3,1,2,28
19693,3,2,1,537,36,18,1,"SOV",2,"R","Med",45,3,1,2,18
20539,2,1,1,537,49,49,1,"HOV2",0,"L","Low",5,2,1,2,55
21611,5,4,1,537,27,14,1,"HOV2",1,"W","Med",60,13,1,1,27
16189,1,1,2,538,47,28,5,"HOV2",0,"P","Med",50,5,1,1,42
24349,1,6,2,538,25,9,5,"SOV",2,"R","High",100,4,1,1,64
15096,3,1,1,540,19,8,1,"HOV2",0,"K","Low",15,3,1,2,37
16183,3,1,1,540,11,22,1,"HOV2",0,"K","Med",45,8,0,2,20
18578,1,1,2,540,20,21,5,"HOV3",0,"R","Med",45,4,1,2,44
21233,1,1,1,540,28,22,1,"SOV",0,"W","Low",20,6,1,1,36
23335,1,2,1,540,18,25,5,"SOV",2,"W","Med",70,5,1,1,38
23650,1,2,1,540,44,38,1,"SOV",2,"W","Low",10,6,1,1,31
24031,1,2,2,540,38,25,1,"HOV2",2,"H","Med",30,5,1,1,29
24413,1,3,1,540,35,10,5,"SOV",2,"W","Med",55,3,1,1,32
16200,8,3,2,541,13,47,1,"HOV3",2,"P","Med",90,8,0,2,12
18565,5,3,1,541,31,5,1,"HOV3",2,"H","Med",40,5,0,2,3
19715,1,1,1,541,7,21,1,"SOV",0,"W","Med",30,1,1,1,44
20022,2,2,1,541,36,22,1,"HOV2",0,"W","Med",60,9,0,2,36
171120,3,2,1,542,2,19,1,"Walk",2,"K","Low",10,3,0,2,0
171637,5,1,1,542,21,6,5,"HOV2",0,"L","Med",25,10,1,1,27
172781,1,1,1,542,10,3,1,"SOV",0,"P","High",175,2,1,1,66
171643,3,7,1,543,5,47,5,"SOV",2,"W","Med",70,3,1,1,34
883,2,2,1,545,24,44,1,"SOV",0,"W","Med",80,3,1,1,34
1459,4,3,1,545,26,4,1,"HOV3",2,"K","High",250,6,1,1,56
332,5,1,1,546,11,26,5,"Walk",0,"L","Med",70,5,0,1,4
1306895,3,4,4,546,18,43,5,"HOV2",2,"P","High",115,6,1,1,18
1309319,1,5,1,546,27,22,1,"SOV",1,"W","High",500,2,1,1,54
1306068,2,1,2,547,4,9,5,"SOV",0,"P","Med",70,2,1,1,29
1310368,2,1,2,547,3,28,5,"HOV2",0,"L","Med",75,2,0,2,69
1307761,4,2,1,548,9,14,1,"HOV2",2,"L","Med",70,8,1,2,21
665,2,2,1,549,30,34,5,"SOV",0,"W","Med",85,2,1,2,46
1310909,3,3,2,549,5,14,5,"HOV3",2,"L","Med",50,3,1,2,40
1311517,2,2,3,549,49,15,5,"HOV2",2,"P","Med",70,6,1,2,47
1312062,1,4,1,550,31,28,5,"SOV",2,"W","Med",70,4,1,1,39
152969,12,2,1,551,26,40,5,"HOV3",2,"K","Med",95,12,1,2,21
153138,2,2,1,551,18,35,5,"Walk",2,"T","Low",10,2,0,2,73
153174,1,2,1,551,15,46,1,"SOV",2,"H","High",130,2,1,1,59
153565,2,1,1,553,12,28,1,"SOV",0,"W","Low",20,3,1,2,19
154251,1,1,2,553,11,26,1,"HOV2",0,"T","Med",35,2,1,2,59
153546,1,2,1,554,7,19,5,"SOV",1,"W","Med",75,2,1,1,75
190086,1,2,1,558,36,23,1,"HOV3",2,"K","Med",30,12,1,1,35
190221,1,1,1,558,21,36,1,"SOV",0,"P","Low",20,2,1,2,39
155738,3,2,2,561,3,20,5,"HOV3",2,"S","High",150,6,0,2,15
155982,1,3,1,561,30,5,1,"Walk",1,"W","Med",65,6,1,1,52
158931,2,2,3,561,10,17,5,"SOV",2,"H","Med",25,2,1,2,76
155412,2,2,2,562,15,13,5,"SOV",2,"H","Med",35,2,1,1,44
156507,1,4,1,562,32,14,5,"SOV",2,"W","Med",50,1,1,1,34
156521,4,2,1,562,46,20,1,"SOV",2,"L","High",175,4,1,2,29
88381,10,1,1,600,38,13,1,"HOV2",0,"W","Med",55,10,1,2,38
91839,2,1,1,600,12,45,1,"Walk",0,"H","Med",25,10,1,2,23
92665,1,3,3,600,8,28,1,"SOV",2,"K","Med",45,3,1,1,60
88645,1,1,1,602,5,25,1,"Walk",0,"K","Low",15,4,0,2,60
92364,3,1,1,602,24,12,1,"HOV3",0,"W","Med",50,6,1,2,21
35721,3,1,1,603,30,47,1,"HOV3",0,"S","Low",20,3,0,2,17
35961,1,1,1,603,41,17,1,"Walk",0,"T","Low",5,1,1,1,35
38473,4,1,1,603,18,39,1,"SOV",0,"S","Med",80,5,1,1,21
34877,1,1,3,604,2,25,5,"HOV3",0,"K","Med",75,5,1,1,42
38759,1,1,1,604,49,5,5,"SOV",0,"R","Low",0,1,1,2,53
38983,2,2,1,604,29,45,1,"HOV2",2,"K","Med",85,4,1,2,32
27541,3,2,1,607,21,12,5,"SOV",2,"S","High",135,4,1,1,17
26924,1,2,2,609,39,14,5,"HOV2",2,"K","Low",15,1,1,2,63
29517,1,8,1,609,27,17,5,"SOV",2,"W","Low",10,3,1,1,27
30722,5,2,2,609,24,28,5,"SOV",2,"R","Med",70,5,0,2,2
30749,2,1,3,609,33,27,5,"SOV",0,"T","Med",45,2,1,1,39
31597,3,1,3,609,18,34,1,"HOV3",0,"S","High",100,3,1,1,39
32408,3,3,1,609,24,8,1,"HOV3",2,"H","Med",35,4,0,2,7
32424,4,2,1,609,39,4,5,"HOV2",2,"S","Low",5,11,0,2,15
32664,3,2,1,609,46,15,5,"HOV2",2,"S","Med",30,4,0,2,15
33237,5,1,2,609,34,16,1,"Walk",0,"K","Med",40,5,0,1,4
33474,1,2,2,609,9,8,5,"SOV",2,"W","Med",30,3,1,1,37
33789,1,2,2,609,14,27,5,"SOV",2,"P","Low",5,1,1,1,70
42618,1,1,2,611,48,39,5,"HOV2",0,"T","Low",10,2,1,2,64
45767,3,3,2,611,41,32,5,"HOV3",2,"R","Med",85,4,1,1,31
44816,1,3,1,614,46,15,5,"HOV2",2,"W","Low",10,6,0,1,32
47153,2,2,1,614,41,8,1,"HOV3",2,"R","Med",25,5,1,2,36
47437,1,1,1,614,31,46,1,"SOV",0,"P","Low",10,1,1,1,61
50289,3,1,2,615,18,6,5,"HOV2",0,"H","Med",90,4,0,2,17
53685,1,2,2,615,40,41,5,"Walk",2,"H","Med",50,4,1,1,65
54808,1,1,1,615,38,38,1,"SOV",0,"P","Low",5,3,1,1,25
57287,2,3,4,615,39,31,1,"SOV",2,"T","Med",45,6,1,2,38
57996,1,2,4,615,33,5,5,"HOV3",2,"K","High",105,5,1,1,37
58218,2,3,1,615,19,49,1,"HOV2",2,"H","Med",65,3,1,2,52
60132,2,1,1,615,19,41,1,"Walk",0,"H","Med",60,4,1,2,33
60211,9,2,1,615,42,32,5,"HOV3",2,"S","Med",60,11,0,1,7
48960,2,1,1,617,19,44,1,"SOV",0,"W","Med",90,5,1,2,31
49194,1,2,2,617,23,22,5,"SOV",2,"W","Low",15,4,1,1,27
50959,1,2,4,617,8,45,5,"HOV3",2,"T","High",100,4,1,1,66
52031,1,3,2,617,47,1,1,"HOV3",2,"L","Med",75,4,1,1,42
53500,1,2,1,617,10,43,1,"SOV",2,"P","Low",5,1,1,2,73
60142,1,3,1,617,12,6,1,"HOV3",2,"C","Med",65,1,1,2,59
93242,1,1,2,620,1,35,1,"SOV",0,"P","Med",95,12,1,2,51
63768,1,4,2,621,40,10,5,"HOV3",2,"T","Med",35,5,1,1,61
67427,2,1,1,623,29,29,1,"HOV2",0,"T","Med",30,6,0,2,37
68242,2,1,1,623,46,23,1,"SOV",0,"P","Med",85,2,1,1,47
70214,1,4,1,623,37,11,1,"SOV",2,"W","High",110,3,1,1,48
70505,2,2,2,623,26,26,5,"HOV3",2,"K","Med",65,4,1,2,40
70729,1,2,1,623,27,37,5,"HOV2",2,"L","Med",65,3,1,1,76
201550,5,2,3,624,21,47,5,"HOV3",2,"P","Med",40,5,0,1,0
201592,9,1,1,624,29,28,1,"HOV3",0,"S","Med",60,11,0,1,10
201780,2,3,1,624,27,23,5,"SOV",2,"W","Med",90,4,1,2,38
201979,4,2,1,625,5,15,5,"HOV3",2,"S","Med",65,6,0,2,16
202128,4,1,1,625,45,2,1,"HOV2",0,"S","Med",45,4,0,2,4
202468,2,5,3,625,20,30,5,"HOV2",2,"H","Med",80,14,1,2,53
202671,9,1,2,625,29,5,5,"SOV",0,"K","Med",60,12,1,1,56
203413,5,2,1,625,16,40,1,"HOV2",2,"S","High",105,6,1,2,17
197308,3,3,1,626,33,33,5,"HOV3",2,"S","Med",40,6,0,2,16
197833,2,1,1,626,24,23,1,"HOV3",0,"K","Low",10,5,0,2,35
198310,1,2,2,626,49,10,5,"SOV",2,"P","High",130,4,1,2,47
198920,1,1,2,627,16,46,1,"SOV",0,"L","Med",55,2,1,1,66
199076,4,1,2,627,3,8,5,"SOV",0,"R","High",110,4,1,2,18
199474,11,1,1,627,45,24,1,"Walk",0,"S","Med",25,12,0,1,12
199782,9,1,3,627,43,13,5,"SOV",0,"P","Med",75,10,1,1,18
95847,2,1,1,629,11,39,1,"HOV3",0,"H","Med",55,3,0,1,14
94011,2,3,1,630,34,36,1,"SOV",1,"W","High",100,3,1,2,39
94051,2,1,3,630,49,45,5,"HOV2",0,"P","Low",10,2,1,2,49
192328,1,4,3,632,1,33,5,"SOV",2,"P","High",120,5,1,1,58
193859,1,2,1,632,41,20,5,"HOV2",2,"P","Med",50,2,1,1,75
196112,2,7,1,632,2,39,5,"SOV",2,"W","High",120,5,1,2,45
196119,2,1,1,632,21,25,1,"HOV2",0,"K","Med",45,6,1,2,39
196621,3,3,1,632,26,38,1,"HOV3",2,"P","Med",65,4,0,2,15
192761,1,3,2,633,29,46,5,"SOV",2,"W","High",110,2,1,1,53
192901,3,1,1,633,15,3,1,"SOV",0,"H","High",500,3,1,1,85
194152,5,2,1,633,38,5,1,"HOV3",2,"S","High",110,6,0,2,9
194635,1,4,1,633,13,14,1,"HOV2",1,"W","Med",70,2,1,2,53
196403,2,1,1,633,8,47,1,"SOV",0,"W","Med",35,5,1,2,73
98033,2,2,1,635,42,34,5,"SOV",2,"W","Med",75,2,1,2,46
99494,11,1,2,635,41,22,5,"SOV",0,"P","High",130,12,1,1,37
98341,2,1,1,636,7,9,5,"HOV2",0,"L","Low",10,2,0,2,82
98652,2,2,1,636,9,5,5,"HOV2",2,"W","Med",65,3,1,2,51
75148,3,1,3,637,23,46,5,"SOV",0,"S","Med",25,6,1,1,16
75197,1,2,1,637,37,20,1,"SOV",0,"W","Med",70,4,1,1,52
76837,1,1,5,637,28,11,5,"HOV2",0,"K","Med",25,3,1,2,43
72373,4,3,2,639,43,14,5,"HOV2",2,"H","Med",50,4,0,2,6
72664,1,4,2,639,15,14,5,"SOV",0,"W","Low",15,1,1,2,52
75480,4,1,1,639,24,44,1,"Walk",0,"K","Med",45,4,0,2,2
75685,2,3,1,639,46,19,5,"HOV2",2,"T","High",125,2,1,2,74
76001,3,2,1,639,21,27,5,"HOV3",2,"S","Med",70,4,0,2,13
76266,1,2,1,639,2,7,1,"HOV2",2,"K","Low",5,3,1,2,38
79007,4,1,2,639,16,40,1,"SOV",0,"H","Med",50,4,1,1,58
72152,2,3,1,640,7,10,1,"SOV",1,"W","Med",60,2,1,2,48
86489,1,1,1,645,46,8,1,"SOV",0,"P","Med",35,2,1,2,66
86792,4,2,2,645,40,46,1,"HOV3",2,"S","High",130,12,1,2,36
1301442,4,2,2,646,25,28,5,"HOV3",2,"P","Med",30,6,0,1,6
203850,1,4,1,647,14,29,5,"SOV",2,"P","Med",50,4,1,1,59
204704,1,1,1,647,30,24,1,"SOV",0,"W","Med",85,3,1,1,44
204713,2,2,2,647,27,31,5,"Walk",2,"K","Med",50,2,0,2,3
1301929,3,2,1,648,39,5,1,"HOV2",2,"K","Med",30,3,1,1,47
203506,2,1,1,650,20,20,1,"SOV",0,"P","Low",-5,3,1,2,57
81274,4,2,1,651,5,50,5,"SOV",2,"P","Med",70,4,1,1,19
82354,2,1,1,651,33,42,1,"SOV",0,"W","High",105,4,1,2,40
199894,2,3,2,652,25,40,5,"HOV2",2,"S","Low",15,4,1,2,29
200380,4,4,1,652,5,43,5,"HOV3",2,"W","Low",10,5,0,1,19
200565,1,5,1,652,13,14,5,"SOV",1,"W","Med",70,3,1,1,54
200716,5,2,1,652,18,49,1,"Walk",2,"S","Low",10,6,0,1,15
202772,2,1,1,652,16,31,1,"HOV3",0,"K","Low",15,5,0,2,13
1298520,3,4,1,652,25,40,5,"HOV3",2,"K","Low",20,3,1,2,78
200062,3,3,1,653,39,40,1,"HOV2",2,"P","Med",50,6,1,1,23
200347,2,1,1,653,17,19,5,"SOV",0,"H","Low",20,2,1,2,67
200397,4,1,1,653,20,38,5,"HOV2",0,"L","Low",0,5,0,1,17
201075,2,2,1,653,45,20,1,"HOV3",0,"S","Med",30,2,0,2,42
201113,1,1,1,653,34,10,1,"Walk",0,"P","Low",-5,1,0,1,77
201449,2,6,1,653,29,33,5,"HOV2",2,"L","Med",25,3,1,2,34
199758,1,2,5,654,5,47,5,"HOV2",2,"L","Med",30,10,0,1,49
201110,3,1,3,654,25,39,1,"SOV",0,"H","Med",85,6,1,1,34
202550,7,1,2,654,36,4,5,"HOV2",0,"P","Med",90,8,1,1,26
1303500,2,1,1,655,6,18,1,"SOV",0,"P","High",130,2,1,2,48
1303527,1,1,2,655,50,17,1,"HOV3",0,"K","Med",80,14,1,1,62
1304053,2,2,3,655,41,18,5,"HOV3",2,"L","Med",65,2,1,1,21
190656,2,2,3,656,30,48,1,"HOV2",2,"P","High",500,3,1,2,50
190977,2,3,1,656,45,41,1,"SOV",0,"W","Med",60,5,1,2,43
1308449,3,2,1,657,27,40,5,"HOV3",2,"S","High",100,4,0,2,12
1309040,1,2,3,657,40,10,5,"HOV2",2,"L","Low",10,4,1,2,37
1309939,1,2,3,658,15,21,5,"HOV3",2,"H","Med",45,4,1,1,37
1305458,1,3,3,659,43,10,5,"SOV",2,"L","Med",75,2,1,1,48
1306000,1,2,1,659,37,12,1,"SOV",0,"W","Med",25,3,1,2,44
1306489,7,1,1,660,22,31,1,"HOV2",0,"S","High",145,12,0,1,11
120295,1,5,1,700,22,30,1,"SOV",1,"W","High",500,6,1,1,44
120900,4,2,1,700,20,2,1,"HOV3",2,"S","Med",35,5,0,2,5
121407,8,1,2,700,42,20,1,"Walk",0,"P","Med",60,11,1,2,27
120926,3,2,1,701,40,31,1,"HOV3",2,"H","Med",50,3,0,1,4
127547,4,10,3,702,48,15,5,"SOV",2,"K","Med",55,4,1,2,55
128889,2,1,5,702,25,20,1,"SOV",0,"P","Med",95,5,1,2,51
129249,2,1,3,702,38,22,1,"SOV",0,"K","Med",55,8,1,2,42
129830,1,2,1,702,3,11,5,"Walk",2,"R","Med",25,2,1,1,81
130194,4,2,1,702,37,47,1,"SOV",0,"W","Med",60,4,1,1,25
130411,1,1,1,702,12,35,1,"SOV",0,"P","Low",15,2,1,1,72
127663,3,1,1,703,8,19,1,"HOV2",0,"S","Med",60,4,0,2,16
128055,1,2,1,703,28,22,1,"SOV",2,"P","Med",35,2,1,1,65
129221,1,2,1,703,16,6,1,"HOV2",2,"K","Low",15,2,1,1,67
129449,1,1,1,703,46,31,5,"Walk",0,"P","Low",-5,1,0,2,81
130016,1,2,2,703,13,24,5,"SOV",2,"W","Med",35,4,1,1,37
142891,3,2,1,704,14,6,5,"HOV3",2,"P","Med",30,12,0,1,17
142896,3,2,1,704,17,46,1,"HOV3",2,"S","Med",30,5,0,2,11
142922,5,1,1,704,40,4,1,"HOV3",0,"S","Med",60,5,0,2,10
143406,4,1,1,704,14,43,1,"HOV2",0,"W","Med",25,6,1,1,25
143409,4,2,4,704,3,20,5,"HOV3",2,"K","Med",90,5,0,2,15
144124,2,1,1,704,23,30,1,"HOV2",0,"K","High",125,10,1,2,50
144143,3,2,1,704,50,24,1,"HOV2",2,"S","Med",70,3,0,1,16
144348,9,1,2,704,27,17,5,"HOV3",0,"P","High",175,12,1,1,21
74155,1,5,1,705,37,7,1,"SOV",2,"W","High",100,2,1,1,59
74968,7,1,3,705,15,3,1,"HOV2",0,"K","High",105,11,1,1,25
75517,2,2,2,705,46,14,5,"SOV",2,"H","Low",10,2,1,2,46
74458,4,1,2,707,20,49,1,"HOV3",0,"S","High",125,10,1,2,25
75856,1,2,3,707,2,48,5,"SOV",2,"K","Med",40,4,1,1,39
77329,1,4,1,707,47,44,1,"SOV",2,"W","Med",45,1,1,1,54
78273,1,2,2,707,30,20,5,"SOV",2,"L","High",120,2,1,1,58
78299,1,1,1,707,27,8,1,"HOV2",0,"P","Med",35,4,1,2,33
78827,2,6,1,707,13,5,1,"SOV",2,"K","Med",60,2,1,2,25
79114,3,3,1,707,20,30,5,"HOV2",2,"P","Low",0,3,0,1,0
79162,3,3,1,707,47,42,1,"SOV",2,"K","Med",80,5,1,2,19
117593,1,2,1,708,35,41,5,"SOV",2,"P","Med",45,3,1,1,56
117966,3,2,2,708,49,46,1,"SOV",2,"L","Med",95,5,1,2,77
117989,1,1,2,708,31,35,1,"SOV",0,"W","Low",15,1,1,2,45
118500,6,4,2,708,32,48,5,"HOV2",2,"H","Med",50,6,0,1,0
118876,1,1,1,708,41,33,1,"HOV2",0,"W","High",150,4,1,1,52
119091,5,2,2,708,32,12,5,"HOV3",2,"K","Med",25,5,0,2,28
119580,2,2,1,708,39,14,1,"HOV3",2,"R","Med",35,3,1,1,23
119645,5,2,1,708,2,20,1,"HOV3",0,"S","High",125,6,0,2,8
122724,9,2,1,709,8,7,1,"HOV3",2,"K","Med",25,9,0,2,6
123125,7,2,1,709,41,42,1,"HOV3",2,"P","Med",55,8,0,1,1
123614,5,2,1,709,28,9,1,"HOV3",2,"K","Med",45,6,0,1,4
126931,1,1,2,709,26,32,5,"SOV",0,"T","Med",50,2,1,1,65
124218,2,1,6,710,17,25,5,"HOV2",0,"R","High",105,3,1,2,64
125894,5,1,1,710,41,12,1,"HOV3",0,"S","Med",55,5,0,1,5
126557,1,1,1,710,35,40,1,"HOV2",0,"W","Low",15,5,1,1,34
126738,2,7,1,710,43,48,1,"HOV3",2,"K","Med",45,9,1,2,34
122940,2,2,1,711,47,5,1,"HOV2",2,"T","Low",10,6,1,2,46
123852,3,3,1,711,46,40,1,"SOV",2,"W","Med",95,4,1,1,27
126817,1,3,1,711,49,8,5,"SOV",2,"W","High",150,2,1,1,64
126971,2,2,1,711,27,30,5,"Walk",2,"L","Med",50,2,1,2,56
132584,3,2,2,712,33,25,5,"HOV2",2,"K","Med",45,6,1,1,24
133492,5,1,1,712,4,15,1,"HOV2",0,"P","Med",55,5,1,2,21
134012,2,2,1,712,3,28,5,"Walk",2,"S","Low",15,2,0,1,14
135289,2,2,2,712,1,36,1,"HOV2",2,"K","Med",95,5,1,1,34
135899,2,1,1,712,28,48,1,"SOV",0,"S","Med",40,2,1,2,62
133673,4,2,1,713,24,41,5,"Walk",2,"K","Low",10,5,0,2,11
131467,1,2,1,714,42,26,1,"SOV",1,"W","Med",50,4,1,1,30
134600,5,2,1,714,23,21,5,"SOV",2,"W","Med",70,5,1,1,20
82558,1,2,1,716,42,11,5,"SOV",2,"W","Med",95,2,1,1,53
80596,2,1,1,718,38,13,1,"SOV",0,"W","Med",50,2,1,1,32
82509,1,2,3,718,50,2,5,"SOV",2,"W","High",150,3,1,1,56
83077,3,1,1,718,4,18,1,"HOV3",0,"K","Med",45,4,0,1,1
139183,5,2,3,721,35,15,1,"HOV3",2,"H","High",175,12,1,2,20
138123,3,7,2,722,5,12,5,"HOV3",2,"S","Med",50,6,0,1,16
139030,2,2,3,723,16,8,5,"HOV2",2,"L","Med",60,6,0,2,50
139611,3,2,1,723,43,13,1,"SOV",2,"H","Med",55,10,1,1,42
140164,3,3,1,723,9,43,1,"SOV",2,"P","Med",60,4,1,1,19
142305,9,2,2,723,25,19,5,"Walk",2,"H","Med",90,12,0,2,9
136888,1,4,1,724,14,7,5,"SOV",2,"W","Med",95,3,1,2,23
137517,1,1,4,724,25,15,5,"HOV2",0,"H","Med",45,3,1,1,28
138056,8,2,1,724,20,26,1,"HOV3",2,"K","Med",50,9,0,2,0
138797,2,1,1,724,17,47,1,"SOV",2,"W","High",500,4,1,2,41
141417,5,1,2,724,46,29,1,"Walk",0,"H","Low",10,6,0,2,1
142185,2,2,2,724,38,42,5,"SOV",2,"K","Med",75,3,1,1,51
141372,1,2,1,725,23,8,1,"SOV",2,"P","Med",30,1,1,1,75
141392,2,1,2,725,2,25,1,"SOV",0,"P","Med",25,5,1,2,37
53625,2,2,2,726,13,41,5,"SOV",2,"H","Med",65,2,1,2,49
53650,1,2,1,726,41,23,1,"SOV",2,"L","Med",40,6,1,1,30
54230,1,2,2,726,3,10,5,"SOV",2,"R","High",115,4,1,1,37
55327,4,1,1,726,33,30,1,"HOV2",0,"P","Med",85,5,0,2,0
56599,1,3,2,726,29,13,5,"HOV3",2,"H","Med",75,3,1,1,34
58027,4,3,1,726,36,50,5,"HOV3",2,"L","Low",10,4,1,1,26
60016,2,5,1,726,11,3,1,"HOV3",2,"W","Med",70,3,0,2,19
61955,3,3,1,726,18,16,1,"HOV2",2,"S","Med",85,3,0,2,2
58068,1,1,1,727,10,35,1,"SOV",0,"S","Low",5,4,1,2,40
59431,5,2,1,727,28,15,1,"HOV3",2,"L","Med",55,10,0,2,3
54147,3,6,1,728,11,13,1,"SOV",2,"L","Med",70,3,1,1,22
63299,6,1,1,728,14,31,1,"HOV2",0,"S","Low",20,10,0,1,9
53036,4,2,1,729,33,43,1,"Walk",2,"K","Low",10,4,1,1,32
55340,2,5,1,729,34,27,5,"SOV",1,"W","Med",95,3,1,2,32
65471,2,1,1,729,48,49,1,"HOV2",0,"K","Med",25,4,1,2,39
55878,3,1,6,730,20,35,5,"HOV3",0,"R","Low",20,5,1,2,66
58852,4,1,1,730,1,6,1,"HOV3",0,"R","Med",55,10,1,1,28
13841,2,3,1,735,30,36,1,"SOV",2,"H","Med",35,2,1,2,46
16980,1,6,2,735,27,7,5,"HOV3",2,"H","Low",-5,1,1,2,18
19272,1,2,2,735,41,4,1,"Walk",2,"H","Med",35,5,0,2,43
12949,1,2,1,736,26,5,1,"SOV",2,"L","Low",0,1,1,2,20
14310,9,2,2,736,22,33,1,"HOV3",2,"H","High",130,12,1,1,29
17844,1,8,2,736,16,30,5,"SOV",2,"R","Low",15,1,1,1,65
146971,3,2,2,737,9,27,1,"SOV",2,"K","Med",65,6,1,1,34
148568,1,3,1,737,14,25,5,"SOV",2,"W","Med",60,1,1,2,35
144660,4,2,1,738,34,34,1,"HOV3",2,"K","High",115,4,1,2,17
144636,3,3,2,739,13,14,5,"HOV3",2,"H","Low",15,3,0,2,17
144644,4,1,1,739,35,10,1,"Walk",0,"K","Low",20,4,0,2,1
145389,4,2,2,740,36,16,5,"SOV",2,"T","High",175,5,1,2,25
146074,3,2,2,740,5,36,1,"SOV",2,"W","High",175,5,1,1,20
146359,3,2,1,740,40,50,1,"HOV2",1,"W","Med",25,12,0,1,20
147673,3,2,1,740,23,33,1,"HOV2",2,"S","High",100,5,0,1,5
144610,3,1,1,741,40,38,1,"SOV",0,"P","Med",30,3,1,1,41
146777,4,1,1,741,42,26,1,"HOV3",0,"K","Med",55,5,0,2,2
1298604,6,2,1,745,12,20,1,"HOV3",0,"W","Med",45,10,1,2,32
1298725,1,2,2,745,26,11,1,"SOV",2,"K","Med",40,3,1,1,49
1298977,2,4,1,745,29,20,5,"SOV",2,"W","High",175,2,1,2,52
10176,1,2,2,748,42,47,1,"HOV2",2,"P","Med",90,2,1,1,75
6279,3,1,2,749,42,11,1,"SOV",0,"R","Med",95,6,1,2,41
8030,1,3,1,749,5,24,1,"SOV",2,"R","Med",45,2,1,1,70
8304,5,2,1,749,49,29,1,"HOV3",2,"S","Med",65,12,1,2,18
8521,2,1,2,749,30,36,1,"SOV",0,"H","Med",85,3,1,2,43
3030,3,2,1,750,35,16,5,"HOV3",2,"P","Med",45,11,1,2,27
3848,2,1,1,750,11,17,1,"SOV",0,"P","Low",15,2,1,2,57
4966,1,5,1,750,47,47,5,"HOV2",2,"P","Med",90,5,1,2,35
5504,2,1,2,750,20,4,5,"HOV3",0,"H","Med",60,4,0,2,30
5725,2,1,3,750,29,39,1,"SOV",0,"P","Med",30,5,1,2,31
7167,1,2,1,750,44,12,5,"SOV",2,"W","Low",10,3,1,2,46
8319,2,3,2,750,14,25,5,"HOV3",2,"P","Low",20,10,1,2,39
7177,3,8,1,751,22,49,5,"HOV3",2,"P","Med",90,3,0,2,93
7772,1,2,1,751,25,32,1,"HOV2",2,"L","Med",35,6,1,1,60
44376,2,2,1,753,22,10,5,"SOV",2,"P","Med",65,4,1,2,37
45038,3,2,1,754,11,44,1,"HOV3",2,"S","High",105,4,0,1,6
46679,2,1,1,754,32,24,1,"HOV2",0,"P","High",135,3,1,2,29
48299,2,1,2,754,35,3,5,"HOV2",0,"H","High",500,4,1,2,34
48869,2,1,1,754,27,50,1,"SOV",0,"W","Med",75,3,1,2,46
50222,12,2,2,754,45,47,5,"HOV3",2,"S","Med",70,13,0,2,6
50244,1,1,1,755,25,45,1,"SOV",0,"W","Med",40,2,1,2,50
52163,3,3,1,756,5,45,5,"HOV3",2,"S","Med",95,4,0,2,1
44874,1,1,3,758,40,37,5,"HOV3",0,"L","Med",85,4,1,1,41
47321,3,2,1,758,22,33,5,"SOV",2,"S","Low",20,3,1,1,20
51177,2,1,2,758,41,30,1,"HOV3",0,"K","Med",75,4,1,2,30
51903,1,1,3,758,40,32,5,"HOV3",0,"K","High",500,2,1,1,52
824,7,2,2,759,8,9,1,"HOV3",2,"K","Med",60,11,1,1,31
874,1,2,2,759,35,26,5,"SOV",2,"P","Med",50,5,1,2,38
1312651,10,2,2,760,37,35,5,"HOV3",2,"S","Med",60,12,0,1,13
67117,1,2,1,761,10,49,1,"HOV3",2,"L","Med",50,6,1,1,41
67869,4,2,2,761,15,44,5,"Walk",2,"S","Med",65,4,0,2,14
67939,1,1,2,761,30,42,1,"HOV3",0,"P","Med",35,3,1,2,46
71083,1,2,3,761,32,19,5,"SOV",2,"R","High",105,3,1,1,41
72248,2,2,1,761,2,9,1,"HOV2",2,"K","High",135,2,1,2,50
72478,11,1,2,761,9,40,5,"HOV3",0,"S","High",500,11,1,1,18
73005,2,1,2,761,40,12,1,"HOV3",0,"K","High",105,4,1,2,34
73036,2,1,1,761,29,37,1,"SOV",0,"P","High",145,2,1,2,49
73088,4,2,1,762,30,7,1,"HOV3",2,"H","Med",45,4,0,2,17
66636,8,3,2,763,50,8,5,"HOV3",2,"S","Med",70,12,0,1,5
67148,2,2,1,763,10,27,1,"HOV2",2,"K","Med",25,2,0,2,59
